1660	Welsh	77566	30	7756	
1661	UK	366659	44	36665	
1662	GreyBastard	170413	89	17041	
1663	Priscila	835869	70	83586	
1664	ryan	3207103	95	1603551	
1665	CristalOnAir	147725	93	14772	
1666	streetz	1566837	87	313367	
1667	Hole	265253	44	26525	
1668	Now	14139	68	1413	
1669	Dinsmore	1417944	101	283588	
1670	Ganci	43299	72	4329	
1671	PUNKnet	886448	82	88644	
1672	Luther	369303	71	36930	
1673	Secret	195148	66	19514	
1674	Marc	478422	70	47842	
1675	Chan	381921	71	38192	
1676	Badley	316023	77	31602	
1677	Katie	1345926	38	269185	
1678	Dyamonn	18443	108	1844	
1679	Lola	893360	68	89336	
1680	Software	410401	94	41040	
1681	Wesley	1239712	111	247942	
1682	Torres	29654	59	2965	
1683	Angelo	605848	78	60584	
1684	Za	6400	54	640	
1685	Klat	1786264	97	357252	
1686	Peyyyyyyyyyyyy	40879	96	4087	
1687	Superstar	703744	87	70374	
1688	Omar	184323	71	18432	
1689	Lakem	303884	72	30388	
1690	Ananth	119569	104	11956	
1691	Milad	244903	96	24490	
1692	Christian	158563	85	15856	
1693	Gustavo	978987	123	97898	
1694	z	51600	123	5160	
1695	Pretty	408170	47	40817	
1696	Louise	1575196	86	315039	
1697	SHADE	82567	99	8256	
1698	Tunc	1002480	105	200496	
1699	GreyBastard	183618	61	18361	
1700	Lake	233029	54	23302	
1701	Bowie	14001	75	1400	
1702	testbeta	196422	78	19642	
1703	Double	3304909	85	1652454	
1704	DelDuca	40022	86	4002	
1705	Drew	1289251	54	257850	
1706	NatureBoi	53456	62	5345	
1707	B	1528893	59	305778	
1708	Travis	93255	68	9325	
1709	Pierce	39778	96	3977	
1710	corredor	5262	47	526	
1711	Leal	507791	95	50779	
1712	sarah	1073334	84	214666	
1713	Burgundy	587101	61	58710	
1714	Davies	273976	94	27397	
1715	Pope	319735	95	31973	
1716	PowerPage	130078	102	13007	
1717	ZOLENGTHE	493690	100	49369	
1718	Marci	107790	65	10779	
1719	Ecards	54822	64	5482	
1720	Ike	967519	123	96751	
1721	chrishaynes	1105682	77	221136	
1722	Demese	550823	90	55082	
1723	josephcorreia	1816298	83	363259	
1724	Ethel	731673	89	73167	
1725	corredor	136542	83	13654	
1726	Roseli	51536	69	5153	
1727	Shani	408250	70	40825	
1728	Dauphin	71003	49	7100	
1729	Femke	17707	64	1770	
1730	Mays	294341	95	29434	
1731	Delia	1065476	92	213095	
1732	Callari	52403	60	5240	
1733	Jayne	52804	83	5280	
1734	connie	185471	70	18547	
1735	Lipowitz	934952	72	93495	
1736	Passion	191375	106	19137	
1737	Lucas	104683	108	10468	
1738	Lakem	1096257	95	219251	
1739	Collier	4137770	120	1655108	
1740	LOQuent	101616	74	10161	
1741	Felipe	136888	66	13688	
1742	Campbell	790061	89	79006	
1743	Hery	92853	58	9285	
1744	Janxi	37991	68	3799	
1745	Woodward	478426	76	47842	
1746	Marci	1200234	61	240046	
1747	Hache	453385	84	45338	
1748	Totten	391541	67	39154	
1749	Sowmya	352538	88	35253	
1750	kortes	87279	89	8727	
1751	Dickens	270847	95	27084	
1752	Luis	194952	102	19495	
1753	Vasconcelos	5594	105	559	
1754	Doriguzzi	441565	65	44156	
1755	Deeply	989586	102	98958	
1756	Leigh	180240	63	18024	
1757	Bidal	68537	106	6853	
1758	McGhie	113762	72	11376	
1759	Arts	819602	75	81960	
1760	de	1920778	71	384155	
1761	Shao	539299	79	53929	
1762	Sports	1236121	64	247224	
1763	se	486912	87	48691	
1764	Lise	166085	101	16608	
1765	Earl	740126	72	74012	
1766	Dr	7528	59	752	
1767	Capcara	3305	96	330	
1768	valetmag	189678	85	18967	
1769	Leo	701941	55	70194	
1770	Chrissy	55653	70	5565	
1771	Engman	117360	68	11736	
1772	sidney	478906	56	47890	
1773	Cammy	1499432	91	299886	
1774	Rashida	1716224	45	343244	
1775	davevanz	25653	70	2565	
1776	Kirsty	920502	79	92050	
1777	Isaac	479738	77	47973	
1778	Nunyaaaaa	589	74	58	
1779	Vogt	14964	82	1496	
1780	katrin	199975	71	19997	
1781	Zahta	140436	65	14043	
1782	sensor	175265	104	17526	
1783	ATAr	25273	94	2527	
1784	fm	301705	114	30170	
1785	Darius	538874	97	53887	
1786	Lehane	120282	69	12028	
1787	ytk	155269	90	15526	
1788	OH	9517	99	951	
1789	Roxana	352517	105	35251	
1790	Hepburn	1416847	72	283369	
1791	Causton	17917	86	1791	
1792	Dulay	43	70	4	
1793	Matthew	3072030	86	1536015	
1794	Margarita	23028	66	2302	
1795	Just	52306	91	5230	
1796	Modzelewski	851079	99	85107	
1797	P	83103	75	8310	
1798	Khan	73266	55	7326	
1799	General	1536101	62	307220	
1800	Mays	268142	105	26814	
1801	Hoang	3166758	101	1583379	
1802	Lindsay	74421	77	7442	
1803	iAcceso	1440134	76	288026	
1804	Toya	549127	79	54912	
1805	Robinson	942161	87	94216	
1806	Kate	855601	75	85560	
1807	bibibi	367908	57	36790	
1808	Colin	61753	77	6175	
1809	WSAW	30868	101	3086	
1810	Surrey	12703	88	1270	
1811	Bobby	755804	80	75580	
1812	Wild	156816	74	15681	
1813	fouj	258185	57	25818	
1814	Cox	2308649	120	692594	
1815	Stonehouse	310163	84	31016	
1816	Red	84406	56	8440	
1817	Kathy	97363	71	9736	
1818	Cechy	184651	71	18465	
1819	dayna	439646	104	43964	
1820	adelaide	118624	101	11862	
1821	Robertson	27239	75	2723	
1822	Phan	828341	85	82834	
1823	speechpathology	652619	108	65261	
1824	Sophie	153348	112	15334	
1825	Programme	2463507	83	739052	
1826	YT	18581	28	1858	
1827	Castro	213073	110	21307	
1828	Robertson	15831	79	1583	
1829	Elle	163197	59	16319	
1830	Myers	1156519	104	231303	
1831	georgie	1461577	76	292315	
1832	Stella	369956	66	36995	
1833	eFrane	995935	61	99593	
1834	Froelich	339568	90	33956	
1835	michelle	263806	81	26380	
1836	Carlos	963799	92	96379	
1837	Affendy	1056204	96	211240	
1838	Puntpop	84466	70	8446	
1839	Prufrock	768693	94	76869	
1840	YsK	585211	94	58521	
1841	tv	1364920	77	272984	
1842	Angela	48664	63	4866	
1843	Burgundy	312414	110	31241	
1844	Mn	1021367	83	204273	
1845	Mike	226561	95	22656	
1846	Jesse	114516	54	11451	
1847	tips	165983	70	16598	
1848	Nescio	30125	114	3012	
1849	Christopher	9111	102	911	
1850	Amar	1369202	86	273840	
1851	City	45050	72	4505	
1852	Alhady	20170	61	2017	
1853	Caruso	799755	65	79975	
1854	Seokolo	866497	80	86649	
1855	Internet	704789	62	70478	
1856	Denis	269051	79	26905	
1857	Surf	216171	104	21617	
1858	Shanks	1081033	60	216206	
1859	chyugen	57273	73	5727	
1860	Eddy	77389	69	7738	
1861	Oo	75418	76	7541	
1862	Naomi	583950	92	58395	
1863	Laskawy	1101564	90	220312	
1864	Trisha	628549	71	62854	
1865	Minock	196953	67	19695	
1866	Haddon	3621168	89	1810584	
1867	Eduardo	429113	63	42911	
1868	O	1123120	68	224624	
1869	Milad	4124	90	412	
1870	Tetsuya	369464	101	36946	
1871	nogajun	75919	70	7591	
1872	Klent	421880	80	42188	
1873	Chris	169526	75	16952	
1874	Nancy	205381	62	20538	
1875	ja	224588	64	22458	
1876	Joaquim	331942	103	33194	
1877	Alyy	517652	109	51765	
1878	Alfred	2425679	73	727703	
1879	Red	306372	53	30637	
1880	jesus	171969	75	17196	
1881	Paradise	175201	97	17520	
1882	Diego	93167	78	9316	
1883	Souza	1087573	94	217514	
1884	Larry	133960	82	13396	
1885	lydia	20066	108	2006	
1886	li	327592	118	32759	
1887	Sangster	472353	115	47235	
1888	oon	1286700	73	257340	
1889	Montoni	727360	75	72736	
1890	Zailan	6835	61	683	
1891	JaColby	13788	87	1378	
1892	Buckworth	84820	97	8482	
1893	Aviation	748237	53	74823	
1894	beba	224295	60	22429	
1895	AMBITIOUS	97587	98	9758	
1896	PZL	1298	84	129	
1897	MRFRugbyLeague	37866	100	3786	
1898	McLoughlin	1147009	54	229401	
1899	van	54073	74	5407	
1900	Axiom	641768	47	64176	
1901	O	177449	74	17744	
1902	Prufrock	238944	64	23894	
1903	jaxxo	1602633	48	320526	
1904	Moon	727532	92	72753	
1905	I	142937	121	14293	
1906	Opionionated	885223	98	88522	
1907	Viejo	398842	106	39884	
1908	ATAr	1940046	59	388009	
1909	Patrick	156445	42	15644	
1910	j	7922	102	792	
1911	Amira	2257	91	225	
1912	Traffic	22248	87	2224	
1913	Desroses	1310412	98	262082	
1914	Olivia	627073	109	62707	
1915	Primary	84905	125	8490	
1916	Good	64662	52	6466	
1917	li	1384873	75	276974	
1918	tv	228271	43	22827	
1919	Wessels	186394	91	18639	
1920	Claire	42769	77	4276	
1921	Kohlbach	468981	99	46898	
1922	Tomlinson	584700	108	58470	
1923	Benson	2240	86	224	
1924	Milad	275157	90	27515	
1925	L	731967	82	73196	
1926	AUTO	451743	69	45174	
1927	newpages	3975226	120	1987613	
1928	Ubbergen	55517	68	5551	
1929	Eris	3334	83	333	
1930	Secret	7246578	90	3623289	
1931	you	636674	82	63667	
1932	Thomas	967751	95	96775	
1933	its	329874	80	32987	
1934	r	3319934	103	1659967	
1935	yann	494133	92	49413	
1936	BiggTRIPPYMane	94624	73	9462	
1937	maketick	1153137	98	230627	
1938	BREL	258035	89	25803	
1939	iHype	241637	94	24163	
1940	DelDuca	44830	81	4483	
1941	YsK	35919	106	3591	
1942	Jitter	2054404	95	616321	
1943	Night	195447	85	19544	
1944	LeXXah	1019929	68	203985	
1945	Rodney	565269	71	56526	
1946	tekkonkinkuri	491928	107	49192	
1947	Yusuf	208900	67	20890	
1948	Lin	36505	56	3650	
1949	Keah	258190	90	25819	
1950	Clarke	859724	58	85972	
1951	aruru	386136	83	38613	
1952	Tony	1505038	86	301007	
1953	Vyona	27373	84	2737	
1954	Gattet	17093	68	1709	
1955	shiry	2297278	32	689183	
1956	Plat	133745	79	13374	
1957	Philadelphia	194337	102	19433	
1958	Gary	110487	97	11048	
1959	Times	383186	97	38318	
1960	n	124908	70	12490	
1961	Laurence	7223	93	722	
1962	on	29217	56	2921	
1963	World	189099	70	18909	
1964	osakini	52628	92	5262	
1965	IFAonline	524068	122	52406	
1966	Promocoes	693153	92	69315	
1967	Erica	184611	61	18461	
1968	Future	1115999	64	223199	
1969	YoungMinds	722204	83	72220	
1970	Derek	916672	69	91667	
1971	Lewis	24601	76	2460	
1972	Perry	593263	88	59326	
1973	Junior	237547	81	23754	
1974	Isaac	1284178	76	256835	
1975	katrin	224471	78	22447	
1976	Traffic	236498	98	23649	
1977	Amy	393769	128	39376	
1978	YOSHIE	11807	81	1180	
1979	UnLtd	527287	59	52728	
1980	Issei	630010	61	63001	
1981	Tan	693578	82	69357	
1982	Corinne	819180	40	81918	
1983	Sai	130346	90	13034	
1984	ytk	4002895	70	1601158	
1985	Prempeh	167984	76	16798	
1986	CourseMonster	24967	56	2496	
1987	Jason	227575	55	22757	
1988	Salt	448661	129	44866	
1989	renegadeZERO	28704	67	2870	
1990	ALS	256119	74	25611	
1991	Hyphy	4162	83	416	
1992	Dez	96177	117	9617	
1993	Trina	516805	77	51680	
1994	m	1387730	60	277546	
1995	Parker	953687	95	95368	
1996	wp	7756	65	775	
1997	uo	299934	88	29993	
1998	Zanella	272315	58	27231	
1999	Navy	1244264	75	248852	
2000	LASHONDA	381542	63	38154	
2001	odiolitos	80501	102	8050	
2002	Villafuerte	15992	67	1599	
2003	Sergio	944476	90	94447	
2004	Ellison	91059	37	9105	
2005	O	105646	65	10564	
2006	Gary	1748141	83	349628	
2007	algaebiofuels	210778	94	21077	
2008	Ward	172675	85	17267	
2009	Faizah	864524	74	86452	
2010	team	1071134	61	214226	
2011	Joy	433403	91	43340	
2012	Andy	269878	81	26987	
2013	MiSs	130496	76	13049	
2014	Pop	1309783	84	261956	
2015	in	160986	91	16098	
2016	Montoni	1258326	88	251665	
2017	Deeply	750196	88	75019	
2018	Dailey	133185	78	13318	
2019	Devin	44436	94	4443	
2020	Buc	102062	70	10206	
2021	bibibi	214296	103	21429	
2022	Joe	968665	55	96866	
2023	Becky	1069340	54	213868	
2024	it	376768	75	37676	
2025	Cox	276528	99	27652	
2026	Bastrios	152544	89	15254	
2027	Modzelewski	350055	87	35005	
2028	Buckalew	1331270	73	266254	
2029	Carmy	132389	76	13238	
2030	mimioui	40102	39	4010	
2031	Kato	1169632	80	233926	
2032	Goh	777936	47	77793	
2033	ePosavje	66478	87	6647	
2034	Q	558	44	55	
2035	fm	575805	90	57580	
2036	Mo	93321	116	9332	
2037	Floyd	1132968	95	226593	
2038	Honrado	1786141	79	357228	
2039	Bakar	698060	94	69806	
2040	rikakon	82878	70	8287	
2041	Clint	237482	86	23748	
2042	rikakon	83313	74	8331	
2043	Center	395141	59	39514	
2044	Ashley	56604	73	5660	
2045	Sanele	477674	42	47767	
2046	Flannery	72996	85	7299	
2047	Krista	16554	87	1655	
2048	Tayts	15145	112	1514	
2049	Bolliger	23101	87	2310	
2050	tv	299055	55	29905	
2051	Leslie	28409	72	2840	
2052	Majesty	59137	102	5913	
2053	MOTHER	669000	91	66900	
2054	Young	41084	65	4108	
2055	Aka	101245	75	10124	
2056	Atlas	196237	96	19623	
2057	Price	109564	78	10956	
2058	George	59198	30	5919	
2059	Nana	953785	115	95378	
2060	Ansani	1576088	69	315217	
2061	Wilkinson	307315	66	30731	
2062	Midshipmen	5928	68	592	
2063	Salvatore	424348	88	42434	
2064	Jeff	35242	75	3524	
2065	Raphael	287387	61	28738	
2066	PZL	1339938	39	267987	
2067	Noel	350814	108	35081	
2068	Chakravarthi	21528	91	2152	
2069	Six	1141677	70	228335	
2070	Amos	902325	88	90232	
2071	Tony	803034	84	80303	
2072	Rios	1988777	51	397755	
2073	punkroyaltee	84934	83	8493	
2074	Jarad	76163	70	7616	
2075	Ecards	74795	43	7479	
2076	Jenner	215911	72	21591	
2077	Stephen	776226	29	77622	
2078	ArchbishopDLYoung	29911	81	2991	
2079	Dana	341260	61	34126	
2080	Chong	450752	90	45075	
2081	ishqdesign	2810772	89	843231	
2082	Lynn	89641	77	8964	
2083	bryanthewitt	65950	113	6595	
2084	Spidel	1345781	97	269156	
2085	Green	418162	52	41816	
2086	zinas	99015	100	9901	
2087	r	941181	28	94118	
2088	Meadow	730247	71	73024	
2089	Sanele	230276	88	23027	
2090	Ilona	2185428	81	655628	
2091	pico	630780	80	63078	
2092	Perry	449240	71	44924	
2093	Ian	447287	76	44728	
2094	Ali	1291121	90	258224	
2095	Hall	1577171	77	315434	
2096	Jeremy	11198	82	1119	
2097	jmaza	472861	94	47286	
2098	Hanz	84913	48	8491	
2099	ks	16181	60	1618	
2100	Denis	3695	65	369	
2101	Connie	2812355	92	843706	
2102	Tien	174518	65	17451	
2103	Ian	1017031	53	203406	
2104	Derek	410381	64	41038	
2105	LOQuent	79238	124	7923	
2106	RIP	3429	80	342	
2107	Girl	1896427	59	379285	
2108	Terrill	272201	76	27220	
2109	Onoda	2666741	95	800022	
2110	Alam	181663	104	18166	
2111	Powalski	106719	66	10671	
2112	Omar	551292	112	55129	
2113	Z	1338434	86	267686	
2114	Mayniac	477739	90	47773	
2115	bryanthewitt	407036	43	40703	
2116	Rebecca	173704	68	17370	
2117	Davies	2044914	60	613474	
2118	Okky	86012	88	8601	
2119	McGhie	69427	94	6942	
2120	Miya	415591	67	41559	
2121	NYTimes	1168743	77	233748	
2122	HayleyMomsenCyrus	307723	107	30772	
2123	Oxford	227904	27	22790	
2124	Burgundy	252498	48	25249	
2125	Bodensee	68768	95	6876	
2126	Syazwan	76081	88	7608	
2127	Syazwan	18116	119	1811	
2128	Roulier	13365	75	1336	
2129	Siert	818142	86	81814	
2130	MiSs	749109	87	74910	
2131	Eileen	55758	72	5575	
2132	Lorna	69087	78	6908	
2133	Keah	615456	87	61545	
2134	Kayluh	131217	75	13121	
2135	OH	33103	86	3310	
2136	jokers	372	57	37	
2137	Rico	127847	63	12784	
2138	and	13057	108	1305	
2139	Fernandez	34133	83	3413	
2140	Riffo	1565676	61	313135	
2141	Rowley	42669	81	4266	
2142	TZMtumblr	116636	67	11663	
2143	Sharon	94389	112	9438	
2144	ANDRE	120785	94	12078	
2145	Oren	33458	71	3345	
2146	Team	93724	73	9372	
2147	P	984784	53	98478	
2148	Thompson	719302	66	71930	
2149	GAMBINO	3285514	70	1642757	
2150	Hache	811679	83	81167	
2151	Liberty	980592	64	98059	
2152	Jobs	458407	67	45840	
2153	Baird	1721577	50	344315	
2154	joellenorwood	18570	88	1857	
2155	Buzz	793636	73	79363	
2156	Forest	426661	74	42666	
2157	Stewart	675721	45	67572	
2158	Tyson	120620	82	12062	
2159	Violet	610533	121	61053	
2160	Tieyone	681458	68	68145	
2161	Lin	25029	84	2502	
2162	Fran	368254	42	36825	
2163	Gary	99957	73	9995	
2164	amanda	106656	65	10665	
2165	WSAW	391702	39	39170	
2166	LEITH	125908	45	12590	
2167	ePosavje	931446	90	93144	
2168	CJ	152593	54	15259	
2169	Yuliana	332468	95	33246	
2170	Stanley	685479	96	68547	
2171	P	309828	86	30982	
2172	Hope	231320	103	23132	
2173	Rain	4341714	74	1736685	
2174	Darrin	502023	63	50202	
2175	call	506862	88	50686	
2176	Rooney	558666	87	55866	
2177	Luvianti	245905	104	24590	
2178	Debbie	14860	62	1486	
2179	Amy	1560347	67	312069	
2180	Shin	1285354	89	257070	
2181	Whitehead	224966	112	22496	
2182	Tweet	27685	97	2768	
2183	Erick	534659	110	53465	
2184	sarah	102793	28	10279	
2185	Paradise	138097	85	13809	
2186	Dixon	834055	63	83405	
2187	Miller	322530	92	32253	
2188	t	1240687	79	248137	
2189	newpages	81540	45	8154	
2190	Lola	189883	54	18988	
2191	Dequinlynn	136691	66	13669	
2192	Matthew	93978	91	9397	
2193	Harris	7766	92	776	
2194	GOOD	14788	90	1478	
2195	Engel	169410	100	16941	
2196	WSAW	30956	32	3095	
2197	Gustavo	441176	52	44117	
2198	srizzle	560388	90	56038	
2199	Hery	626983	96	62698	
2200	Kyle	316328	69	31632	
2201	Madtrader	217738	90	21773	
2202	davevanz	1054635	89	210927	
2203	Progress	455810	93	45581	
2204	LOQuent	1950762	83	390152	
2205	CSS	994238	87	99423	
2206	Two	1090888	104	218177	
2207	kelly	79295	81	7929	
2208	dayna	122214	43	12221	
2209	heatherxrayex	99090	100	9909	
2210	TipOff	207614	74	20761	
2211	McEvoy	960115	64	96011	
2212	Mc	207037	35	20703	
2213	Sha	237186	92	23718	
2214	Josh	484233	51	48423	
2215	Jordann	119308	81	11930	
2216	Mylles	1060235	51	212047	
2217	Red	13194	104	1319	
2218	igossip	112485	80	11248	
2219	McNeill	35888	95	3588	
2220	Stewart	372325	67	37232	
2221	Darrin	554407	65	55440	
2222	May	124436	73	12443	
2223	Claire	556080	70	55608	
2224	SMOG	639332	58	63933	
2225	piscesmama	29554	41	2955	
2226	tekkonkinkuri	118607	84	11860	
2227	Lenko	1475215	83	295043	
2228	Eris	242312	120	24231	
2229	Kim	239642	81	23964	
2230	BILL	688668	81	68866	
2231	renegadeZERO	1426988	86	285397	
2232	fouj	1730697	118	346139	
2233	tv	338553	107	33855	
2234	Surf	149443	69	14944	
2235	Vassiliki	20972	83	2097	
2236	Andrew	1697354	49	339470	
2237	De	945107	37	94510	
2238	Jorge	112993	92	11299	
2239	Farah	179914	46	17991	
2240	Haddon	982988	70	98298	
2241	Tank	2278150	99	683445	
2242	Carl	39374	69	3937	
2243	Te	1049803	35	209960	
2244	Chakravarthi	137392	131	13739	
2245	De	714625	73	71462	
2246	deesie	315581	88	31558	
2247	Bolliger	2185372	114	655611	
2248	Darth	1390697	83	278139	
2249	Tea	174422	87	17442	
2250	lydia	1419	61	141	
2251	VTPete	87718	71	8771	
2252	Bioenergy	19274	63	1927	
2253	Nathan	343114	81	34311	
2254	Hutton	227570	75	22757	
2255	Rod	1011803	54	202360	
2256	Lalonde	39983	82	3998	
2257	beba	43869	72	4386	
2258	Engraved	785132	80	78513	
2259	Arts	7798	38	779	
2260	Girl	36238	73	3623	
2261	Haru	1331	79	133	
2262	IFAonline	49170	111	4917	
2263	Miya	215085	60	21508	
2264	B	37292	54	3729	
2265	Bianca	258964	57	25896	
2266	of	122846	84	12284	
2267	Watters	185102	59	18510	
2268	Tejaswi	131242	61	13124	
2269	Ashley	114546	94	11454	
2270	Lockwood	141262	71	14126	
2271	Robinson	2572859	95	771857	
2272	ytk	101056	69	10105	
2273	lydia	456541	86	45654	
2274	li	202471	127	20247	
2275	MOTHER	154814	56	15481	
2276	Dulay	237626	94	23762	
2277	Dixon	234259	71	23425	
2278	Natchapan	827735	124	82773	
2279	Theodore	1033255	92	206651	
2280	Kris	615959	87	61595	
2281	Taft	1308660	69	261732	
2282	Joaquim	263281	47	26328	
2283	smith	107609	108	10760	
2284	Bender	464065	61	46406	
2285	Ardeene	558418	93	55841	
2286	Kenan	556476	88	55647	
2287	Of	531155	54	53115	
2288	Vassiliki	592098	78	59209	
2289	Scott	7470602	73	3735301	
2290	Zanella	1692	58	169	
2291	Online	120645	64	12064	
2292	Kersh	54064	74	5406	
2293	Shawweet	503483	72	50348	
2294	LOQuent	39329	51	3932	
2295	BREL	561534	65	56153	
2296	ashleyRHAE	47469	86	4746	
2297	Cornelius	1545559	65	309111	
2298	Rubilar	211455	92	21145	
2299	Coraline	15731	87	1573	
2300	Ganci	2192113	52	657633	
2301	Kerrie	51204	86	5120	
2302	Joe	641212	86	64121	
2303	Jessica	683801	92	68380	
2304	bryanthewitt	626165	97	62616	
2305	Nathan	51	68	5	
2306	El	720408	74	72040	
2307	Alhady	2514843	77	754452	
2308	Pretty	2027042	79	608112	
2309	McLoughlin	268781	70	26878	
2310	dj	1456035	124	291207	
2311	Mark	17968	65	1796	
2312	Erika	23782	27	2378	
2313	Mogwai	25078	68	2507	
2314	Edison	927542	76	92754	
2315	BILL	1485469	106	297093	
2316	Alhady	234706	65	23470	
2317	Kaitlin	1435376	84	287075	
2318	C	27235	90	2723	
2319	SC	392761	59	39276	
2320	Ansani	116606	93	11660	
2321	Kyle	74554	91	7455	
2322	Zanella	269452	113	26945	
2323	Balthaser	3229760	47	1614880	
2324	ishqdesign	9648	66	964	
2325	HypeScience	777096	101	77709	
2326	CarLissIa	2025396	84	607618	
2327	Benson	22831	110	2283	
2328	bryanthewitt	77629	115	7762	
2329	Books	1134250	61	226850	
2330	connie	19889	97	1988	
2331	ja	467310	78	46731	
2332	natsubon	768	104	76	
2333	OH	136807	79	13680	
2334	Stephanie	117250	69	11725	
2335	Angeles	203127	88	20312	
2336	Midshipmen	1118	66	111	
2337	Just	289591	100	28959	
2338	Dani	761263	54	76126	
2339	Joshua	302255	60	30225	
2340	librariansarah	870163	78	87016	
2341	Peck	143649	76	14364	
2342	Thompson	59105	61	5910	
2343	Mogwai	66957	62	6695	
2344	Salvatore	21167	87	2116	
2345	Claire	35560	101	3556	
2346	Bioenergy	1561163	61	312232	
2347	StL	83	79	8	
2348	Layne	163421	53	16342	
2349	Shambler	533478	100	53347	
2350	Williams	703941	92	70394	
2351	Midshipmen	2317615	89	695284	
2352	Neuman	141765	86	14176	
2353	vkthor	146558	75	14655	
2354	Moreira	744841	56	74484	
2355	Wei	284952	39	28495	
2356	Watson	991134	91	99113	
2357	Dolly	344612	70	34461	
2358	Doriguzzi	155825	78	15582	
2359	Marvyn	982878	33	98287	
2360	Wakelin	56161	102	5616	
2361	Leo	721513	94	72151	
2362	Watters	508587	89	50858	
2363	Junior	162895	89	16289	
2364	Nawaret	68106	106	6810	
2365	Ganci	276034	119	27603	
2366	is	145479	96	14547	
2367	Phil	79879	90	7987	
2368	Corinne	62250	112	6225	
2369	Bill	799385	104	79938	
2370	Barry	126412	87	12641	
2371	Bakar	700420	79	70042	
2372	shzad	38079	69	3807	
2373	Sandra	683757	40	68375	
2374	Clint	121704	57	12170	
2375	JD	1589987	79	317997	
2376	Stonehouse	388471	77	38847	
2377	Bear	581850	85	58185	
2378	e	210575	70	21057	
2379	Girl	167191	65	16719	
2380	Tejaswi	14879	95	1487	
2381	Hawthorne	583839	109	58383	
2382	Threads	388759	94	38875	
2383	Becs	434803	51	43480	
2384	Marvyn	133573	70	13357	
2385	Magazine	36657	71	3665	
2386	Earl	1230811	93	246162	
2387	Amar	447678	57	44767	
2388	Marc	275109	86	27510	
2389	Callum	387445	62	38744	
2390	Timson	93134	62	9313	
2391	rodeo	1377867	93	275573	
2392	Goh	1986354	76	397270	
2393	Shawweet	454781	73	45478	
2394	W	100491	86	10049	
2395	Courtney	379194	64	37919	
2396	E	2444014	112	733204	
2397	Mar	450271	81	45027	
2398	Tunc	154735	66	15473	
2399	ALS	111130	89	11113	
2400	JR	262701	110	26270	
2401	Lola	1435946	56	287189	
2402	july	1200163	86	240032	
2403	q	32015	72	3201	
2404	Samvirke	1095284	87	219056	
2405	track	1109759	53	221951	
2406	Jordann	147401	84	14740	
2407	taira	1861928	84	372385	
2408	Recomendo	91229	60	9122	
2409	Yuliana	414809	84	41480	
2410	Haru	1348581	63	269716	
2411	Weather	109844	61	10984	
2412	Molina	205514	87	20551	
2413	Deng	2969759	57	890927	
2414	GHTAKEOVER	238471	82	23847	
2415	McCrae	74694	81	7469	
2416	Chakravarthi	878839	90	87883	
2417	Town	293	53	29	
2418	InvisiblePeople	313213	84	31321	
2419	paddyellis	1006351	81	201270	
2420	Joost	479751	90	47975	
2421	Sacca	1742799	88	348559	
2422	Lover	96981	103	9698	
2423	Tsu	235122	59	23512	
2424	Chad	340486	92	34048	
2425	Wood	50620	64	5062	
2426	Edison	1664257	62	332851	
2427	o	778964	108	77896	
2428	Chanele	1018296	83	203659	
2429	Dez	128380	54	12838	
2430	Flannery	1792385	90	358477	
2431	Darke	806745	72	80674	
2432	BiggTRIPPYMane	1050089	72	210017	
2433	Yakub	691375	74	69137	
2434	Rashida	12224	58	1222	
2435	Fonseca	390665	84	39066	
2436	I	455626	114	45562	
2437	Fran	77321	50	7732	
2438	Bainbridge	135957	77	13595	
2439	Mandela	300628	106	30062	
2440	ZOLENGTHE	1518213	78	303642	
2441	Vasconcelos	931768	34	93176	
2442	filmmaker	267324	63	26732	
2443	mehmig	1293473	103	258694	
2444	odiolitos	741345	105	74134	
2445	Matters	1886664	69	377332	
2446	e	232424	114	23242	
2447	Buc	166	58	16	
2448	kentmunsey	57079	73	5707	
2449	Francisco	772	64	77	
2450	Laurence	1060959	70	212191	
2451	G	985617	106	98561	
2452	Chan	934916	115	93491	
2453	Patricia	659357	85	65935	
2454	Retro	1788773	75	357754	
2455	Rust	1391163	46	278232	
2456	dj	230074	71	23007	
2457	uo	165771	66	16577	
2458	Chambers	504190	75	50419	
2459	Thomas	21374	59	2137	
2460	Massa	123717	94	12371	
2461	Jayhawk	184807	104	18480	
2462	StHallettWines	795194	74	79519	
2463	Davies	780707	45	78070	
2464	Jeff	595110	86	59511	
2465	Lise	4272	84	427	
2466	Dayandante	1773018	101	354603	
2467	Thomas	206083	80	20608	
2468	shelby	1647231	86	329446	
2469	Mikael	119081	68	11908	
2470	Kohlbach	3992	83	399	
2471	Navarro	40599	95	4059	
2472	Lior	795955	86	79595	
2473	Felicity	53418	82	5341	
2474	Medusa	363232	71	36323	
2475	mehmig	135810	104	13581	
2476	Yakub	691148	67	69114	
2477	Passion	33455	59	3345	
2478	Girl	26680	60	2668	
2479	BreakthruBasketball	62825	48	6282	
2480	Molina	732240	82	73224	
2481	Moreira	655215	100	65521	
2482	A	205507	104	20550	
2483	pravin	260704	69	26070	
2484	Lauren	374928	48	37492	
2485	Jayne	190805	101	19080	
2486	Bakar	258767	92	25876	
2487	mehmig	330969	40	33096	
2488	team	706303	62	70630	
2489	Aguirre	614736	68	61473	
